dec time,time,Sg,Sd,Su,Lu,Ld,Rn,G,Tdry,Twet,Tgrass,Tconc,Tsoil,Tsoil5,Tsoil10,Tsoil20,Tsoil30,Tsoil50,Tsoil100,Soil moist10,Soil moist30,Soil moist50,Soil moist100,Rain,U2,U2 N/A,U10,Dirn10,Ps,Pg,Sdur,?,?, , , , , , , , , , , , , , , , 
(hrs),(hhmm),(W/m^2),(W/m^2),(W/m^2),(W/m^2),(W/m^2),(W/m^2),(W/m^2),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(%),(%),(%),(%),(mm),(m/s),(m/s),(m/s),(deg),(hPa),(V/m),(hrs),(?),(?),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( )
0.083,5,-0.909,-2.2625,2.0304,-20.6424,1.692,-17.9462,-9.48717,999,999,17.29358,15.45196,-0.12062,42.01822,43.23282,43.5467,42.93566,41.68097,40.42609,-0.001,-0.001,-0.001,0,0.1,0.35964,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.167,10,-1.818,0.4525,1.0152,-36.8856,-3.0456,-24.7128,-9.05982,999,999,17.30342,15.48172,-0.1305,41.99585,43.18798,43.52428,42.91324,41.68097,40.44856,-0.001,-0.001,-0.001,-0.001,0,0.23976,999,-0.01998,-0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,15,-0.909,-3.62,-0.6768,-50.4216,-7.4448,-34.2743,-8.37606,999,999,17.00822,15.2734,-0.12062,41.97348,43.16556,43.50186,42.93566,41.68097,40.42609,-0.001,-0.001,-0.001,-0.001,-0.04,0.35964,999,-0.01998,0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0,0,0
0.333,20,-3.1815,-0.4525,-1.0152,-59.22,-11.844,-38.8344,-9.05982,999,999,16.07342,14.89644,-0.12062,41.95111,43.12072,43.47944,42.91324,41.68097,40.40362,-0.001,-0.001,0,-0.001,0.04,0.50949,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.417,25,-2.727,-2.2625,-2.0304,-67.68,-11.5056,-42.9532,-9.14529,999,999,16.0439,14.50956,-0.12062,41.92874,43.0983,43.45702,42.91324,41.6586,40.42609,-0.001,-0.001,-0.001,-0.001,0,0.1998,999,-0.01998,0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,30,-2.2725,-1.3575,-2.7072,-69.0336,-12.8592,-41.9235,-9.05982,999,999,16.13246,14.04332,-0.12062,41.884,43.07588,43.4346,42.91324,41.68097,40.42609,-0.001,-0.001,-0.001,-0.001,-0.1,0.12987,999,-0.01998,0.144,-0.001,-0.001,0.003165,999,999,0,0,0,-0.001,-0.001,0,0,0,0,0,0,0,0,0,0,0
0.583,35,-3.636,-4.9775,-2.3688,-66.6648,-14.5512,-43.2474,-9.57264,999,999,15.67982,13.60684,-0.12062,41.83926,43.03104,43.41218,42.91324,41.68097,40.44856,-0.001,-0.001,-0.001,0,0,0.17982,999,-0.01998,-0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.667,40,-4.0905,-2.2625,-1.0152,-63.2808,-13.536,-43.5416,-9.65811,999,999,14.9123,13.25964,-0.12062,41.77215,42.9862,43.38976,42.91324,41.68097,40.42609,-0.001,-0.001,-0.001,-0.002,0.04,0.5994,999,-0.01998,0,-0.001,-0.001,0.003165,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,45,-2.727,-1.3575,-1.0152,-58.2048,-13.1976,-41.4822,-10.2564,999,999,14.79422,13.2398,-0.11074,41.72741,42.94136,43.36734,42.93566,41.68097,40.42609,-0.001,-0.001,-0.001,-0.002,0,0.52947,999,-0.01998,-0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.833,50,-3.1815,-4.0725,-1.3536,-55.4976,-14.2128,-37.2163,-10.68375,999,999,15.17798,13.2398,-0.12062,41.63793,42.91894,43.34492,42.91324,41.68097,40.42609,-0.001,-0.002,-0.001,-0.001,-0.1,0.37962,999,-0.01998,0.144,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.917,55,-3.1815,-1.81,-1.3536,-55.1592,-12.8592,-38.9815,-10.85469,999,999,15.14846,13.13068,-0.12062,41.59319,42.89652,43.3225,42.91324,41.68097,40.42609,-0.001,-0.002,-0.001,-0.001,0,0.22977,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100,-2.727,-4.525,-1.692,-54.8208,-12.5208,-40.1583,-11.1111,999,999,14.93198,12.96204,-0.12062,41.52608,42.8741,43.30008,42.89082,41.68097,40.40362,-0.001,-0.001,-0.001,0,-0.04,0.12987,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.083,105,-3.1815,-2.2625,-1.3536,-43.6536,-11.844,-29.8613,-11.36751,999,999,15.0599,12.86284,-0.12062,41.48134,42.82926,43.30008,42.91324,41.68097,40.44856,-0.002,-0.001,-0.001,-0.002,0.04,0.12987,999,-0.01998,0.144,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.167,110,-1.818,-2.2625,0,-21.996,-6.768,-13.0919,-11.53845,999,999,15.23702,12.96204,-0.12062,41.41423,42.80684,43.25524,42.89082,41.68097,40.42609,-0.002,-0.001,-0.001,-0.002,0.04,0.26973,999,-0.01998,-0.36,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.25,115,-0.909,-2.715,1.0152,-19.2888,-2.0304,-14.5629,-11.53845,999,999,15.29606,13.35884,-0.12062,41.36949,42.73958,43.25524,42.8684,41.68097,40.42609,0,-0.001,-0.001,-0.001,0,0.16983,999,-0.01998,0,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.333,120,-0.4545,-0.905,1.0152,-19.2888,-2.7072,-14.4158,-11.28204,999,999,15.80774,13.79532,-0.12062,41.30238,42.71716,43.23282,42.8684,41.70334,40.44856,-0.001,-0.001,-0.001,-0.001,0,0.11988,999,-0.01998,0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.417,125,-0.4545,-2.715,0.3384,-24.3648,-1.0152,-20.594,-10.2564,999,999,16.03406,14.05324,-0.12062,41.28001,42.67232,43.2104,42.89082,41.68097,40.40362,-0.001,-0.001,-0.001,-0.001,0,0.12987,999,-0.01998,-0.36,-0.001,-0.001,0.003165,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,130,-0.4545,0,-0.3384,-36.2088,-4.3992,-33.6859,-10.94016,999,999,15.72902,14.12268,-0.12062,41.25764,42.6499,43.18798,42.8684,41.70334,40.42609,-0.001,-0.001,-0.001,0,-0.04,0.16983,999,-0.01998,0.144,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.583,135,-2.2725,-1.3575,-1.3536,-48.7296,-7.4448,-44.4242,-10.34187,999,999,15.26654,13.96396,-0.12062,41.23527,42.62748,43.16556,42.8684,41.68097,40.42609,0,-0.001,-0.001,-0.001,0,0.11988,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.667,140,-2.727,-1.3575,-2.0304,-49.4064,-11.1672,-44.7184,-10.17093,999,999,15.03038,13.56716,-0.1305,41.2129,42.58264,43.14314,42.8684,41.70334,40.42609,-0.001,-0.002,-0.001,-0.001,0.04,0.11988,999,-0.01998,-0.144,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75,145,-3.636,-3.1675,-2.3688,-48.3912,-11.1672,-45.3068,-9.91452,999,999,14.60726,13.10092,-0.12062,41.16816,42.5378,43.12072,42.8684,41.70334,40.44856,-0.001,-0.001,-0.001,-0.002,-0.04,0.11988,999,-0.01998,-0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.833,150,-2.2725,-2.2625,-1.692,-47.376,-11.1672,-43.9829,-9.99999,999,999,14.36126,12.66444,-0.1305,41.12342,42.51538,43.0983,42.84598,41.70334,40.42609,-0.001,-0.001,-0.001,-0.001,-0.04,0.1998,999,-0.01998,0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.917,155,-3.636,-6.335,-1.3536,-45.684,-11.5056,-42.9532,-10.94016,999,999,14.0267,12.46604,-0.12062,41.07868,42.44812,43.07588,42.84598,41.70334,40.44856,-0.001,-0.001,-0.001,0,-0.04,0.2997,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,200,-2.2725,-1.81,-1.692,-44.6688,-11.5056,-43.8358,-11.28204,999,999,13.94798,12.25772,-0.12062,41.03394,42.44812,43.05346,42.84598,41.70334,40.42609,-0.001,-0.001,-0.001,-0.002,-0.04,0.23976,999,-0.01998,0,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.083,205,-2.727,-2.715,-1.0152,-42.9768,-10.152,-45.0126,-11.9658,999,999,13.64294,12.13868,-0.1305,40.96683,42.40328,43.03104,42.84598,41.70334,40.44856,-0.001,-0.001,-0.001,-0.001,0,0.43956,999,-0.01998,0,-0.002,-0.001,0.003249,999,999,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0,0,0
2.167,210,-2.727,-4.9775,-1.692,-41.6232,-9.4752,-42.9532,-11.79486,999,999,13.7315,12.11884,-0.12062,40.92209,42.38086,43.00862,42.82356,41.70334,40.44856,-0.001,-0.001,-0.001,-0.001,-0.04,0.25974,999,-0.01998,0,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.25,215,-3.636,-3.62,-1.692,-40.2696,-9.1368,-40.5996,-11.9658,999,999,13.60358,12.01964,-0.11074,40.85498,42.33602,42.9862,42.82356,41.70334,40.44856,-0.001,-0.001,-0.001,-0.001,-0.04,0.17982,999,-0.01998,-0.36,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.333,220,-3.636,-2.715,-1.0152,-37.9008,-8.46,-38.3931,-12.39315,999,999,13.6823,11.89068,-0.1305,40.78787,42.3136,42.96378,42.80114,41.70334,40.44856,-0.001,-0.001,-0.001,-0.001,-0.04,0.12987,999,-0.01998,0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.417,225,-2.727,-3.1675,-1.0152,-36.5472,-9.1368,-41.4822,-11.88033,999,999,13.82006,11.76172,-0.12062,40.74313,42.26876,42.94136,42.82356,41.70334,40.42609,-0.001,-0.001,-0.001,-0.001,0,0.12987,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,230,-3.1815,-0.4525,-0.6768,-36.5472,-9.8136,-42.2177,-12.64956,999,999,13.93814,11.6526,-0.12062,40.69839,42.22392,42.91894,42.77872,41.70334,40.44856,-0.001,-0.001,-0.001,-0.001,-0.1,0.12987,999,-0.01998,0.36,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.583,235,-3.1815,-3.62,-0.6768,-36.2088,-7.4448,-42.8061,-12.73503,999,999,13.5347,11.5038,-0.12062,40.63128,42.2015,42.89652,42.80114,41.70334,40.42609,-0.002,-0.001,-0.001,-0.001,0.04,0.45954,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.667,240,-4.0905,-4.525,-1.3536,-35.1936,-8.46,-40.8938,-12.73503,999,999,13.75118,11.53356,-0.12062,40.58654,42.15666,42.8741,42.77872,41.70334,40.42609,-0.001,-0.001,-0.001,-0.002,0,0.1998,999,-0.01998,-0.36,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.75,245,-0.909,-2.2625,-2.0304,-33.84,-6.768,-41.188,-12.64956,999,999,13.76102,11.42444,-0.12062,40.51943,42.11182,42.85168,42.77872,41.70334,40.42609,-0.001,-0.001,-0.001,-0.001,0,0.18981,999,-0.01998,0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.833,250,-2.727,-2.715,-1.3536,-33.5016,-6.0912,-42.5119,-13.41879,999,999,13.76102,11.32524,-0.1305,40.47469,42.06698,42.82926,42.7563,41.70334,40.44856,-0.001,-0.001,-0.001,-0.001,-0.1,0.47952,999,-0.01998,-0.144,-0.001,-0.001,0.003082,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.917,255,-4.0905,-4.525,-1.0152,-32.4864,-6.768,-38.3931,-13.16238,999,999,13.51502,11.29548,-0.12062,40.42995,42.02214,42.82926,42.77872,41.72571,40.42609,-0.001,-0.001,-0.001,-0.001,0,0.17982,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,300,-3.636,-0.905,-0.3384,-32.148,-5.4144,-41.9235,-13.24785,999,999,13.59374,11.24588,-0.12062,40.38521,41.9773,42.78442,42.73388,41.70334,40.42609,-0.001,-0.001,-0.001,-0.001,0,0.28971,999,-0.01998,-0.144,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.083,305,-2.727,-2.2625,-1.0152,-31.8096,-7.4448,-42.0706,-13.33332,999,999,13.52486,11.13676,-0.11074,40.3181,41.91004,42.762,42.73388,41.70334,40.44856,-0.001,-0.001,-0.001,-0.002,-0.04,0.28971,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.167,310,-3.1815,-0.905,-1.3536,-30.456,-7.7832,-41.4822,-13.16238,999,999,13.42646,11.06732,-0.1305,40.27336,41.91004,42.73958,42.7563,41.72571,40.47103,-0.001,-0.001,-0.001,-0.001,0,0.11988,999,-0.01998,-0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.25,315,-2.727,0,-0.6768,-30.1176,-7.1064,-42.0706,-13.6752,999,999,13.39694,11.17644,-0.1305,40.22862,41.8652,42.71716,42.73388,41.70334,40.42609,-0.001,-0.001,-0.001,-0.002,0,0.44955,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.333,320,-0.909,-4.0725,-0.6768,-29.4408,-8.1216,-40.7467,-13.41879,999,999,13.41662,11.2062,-0.12062,40.18388,41.82036,42.69474,42.73388,41.70334,40.42609,-0.001,-0.001,-0.001,-0.001,-0.04,0.13986,999,-0.01998,0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.417,325,-3.1815,-2.715,-1.0152,-29.4408,-7.1064,-41.3351,-13.50426,999,999,12.96398,11.19628,-0.12062,40.11677,41.79794,42.67232,42.71146,41.70334,40.47103,-0.001,-0.001,-0.001,-0.001,-0.04,0.11988,999,-0.01998,0.144,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,330,-2.727,-1.3575,-0.3384,-29.4408,-7.7832,-42.3648,-13.41879,999,999,13.06238,11.07724,-0.1305,40.0944,41.7531,42.6499,42.71146,41.70334,40.42609,-0.001,-0.001,-0.001,-0.001,-0.04,0.12987,999,-0.01998,-0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.583,335,-3.1815,-2.715,-1.0152,-28.764,-7.1064,-41.188,-13.33332,999,999,13.13126,10.98796,-0.12062,40.02729,41.73068,42.62748,42.71146,41.70334,40.44856,-0.001,-0.001,-0.001,-0.001,0.14,0.12987,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.667,340,-1.818,0,-1.3536,-28.764,-7.4448,-42.5119,-13.07691,999,999,12.9443,10.83916,-0.12062,39.98255,41.70826,42.60506,42.68904,41.72571,40.42609,-0.001,-0.001,-0.001,-0.001,0.04,0.30969,999,-0.01998,0,-0.001,-0.001,0.003165,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.75,345,-1.818,-1.3575,-1.0152,-28.0872,-6.4296,-41.7764,-13.76067,999,999,12.68846,10.86892,-0.12062,39.93781,41.641,42.58264,42.66662,41.70334,40.44856,-0.001,-0.001,-0.001,-0.001,-0.04,0.15984,999,-0.01998,0.144,-0.001,-0.001,0.003165,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.833,350,-3.1815,-2.2625,-1.3536,-27.4104,-7.4448,-38.9815,-14.18802,999,999,12.77702,10.8094,-0.12062,39.89307,41.61858,42.56022,42.66662,41.72571,40.44856,-0.001,-0.001,-0.001,-0.001,0.04,0.12987,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.917,355,-2.727,-1.3575,-0.6768,-26.3952,-5.7528,-38.0989,-13.33332,999,999,12.76718,10.7102,-0.12062,39.84833,41.57374,42.5378,42.66662,41.70334,40.44856,-0.002,-0.001,-0.001,-0.001,-0.04,0.12987,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,400,-2.727,-0.4525,-0.6768,-26.7336,-7.1064,-42.0706,-13.76067,999,999,12.78686,10.611,-0.12062,39.80359,41.5289,42.49296,42.6442,41.70334,40.47103,-0.002,-0.001,-0.001,-0.001,-0.04,0.27972,999,-0.01998,-0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.083,405,-2.727,-3.62,-1.0152,-26.0568,-5.4144,-41.188,-13.58973,999,999,12.66878,10.55148,-0.1305,39.75885,41.50648,42.49296,42.6442,41.70334,40.42609,-0.001,-0.001,-0.001,-0.001,0.04,0.11988,999,-0.01998,0.144,-0.001,-0.001,0.003415,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.167,410,-0.909,-1.3575,-0.6768,-26.3952,-5.7528,-41.9235,-13.93161,999,999,12.82622,10.49196,-0.12062,39.71411,41.46164,42.47054,42.6442,41.70334,40.42609,-0.001,-0.001,-0.001,-0.001,-0.04,0.12987,999,-0.01998,-0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.25,415,-1.818,-1.81,-0.6768,-25.7184,-6.4296,-40.5996,-13.93161,999,999,12.53102,10.45228,-0.1305,39.66937,41.43922,42.44812,42.62178,41.70334,40.44856,-0.002,-0.001,-0.001,-0.001,0,0.12987,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.333,420,-2.727,-3.1675,-0.6768,-25.0416,-4.0608,-40.3054,-13.93161,999,999,12.36374,10.39276,-0.12062,39.62463,41.39438,42.40328,42.62178,41.72571,40.44856,-0.001,-0.001,-0.001,-0.002,0,0.13986,999,-0.01998,-0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.417,425,-0.909,-1.3575,-0.3384,-24.7032,-6.4296,-40.4525,-14.27349,999,999,12.11774,10.363,-0.12062,39.57989,41.34954,42.38086,42.59936,41.70334,40.42609,-0.001,-0.001,-0.001,0,0.1,0.1998,999,-0.01998,0,-0.001,-0.001,0.003082,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,430,-0.909,-1.3575,-0.3384,-24.0264,-5.7528,-37.9518,-13.84614,999,999,12.66878,10.4126,-0.1305,39.53515,41.3047,42.35844,42.59936,41.70334,40.44856,-0.001,-0.001,-0.001,-0.001,-0.04,0.12987,999,-0.01998,0,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.583,435,0,-1.3575,-0.3384,-23.688,-6.0912,-38.0989,-14.01708,999,999,12.41294,10.4126,-0.12062,39.51278,41.25986,42.33602,42.57694,41.72571,40.44856,-0.001,-0.001,-0.001,-0.001,0.04,0.12987,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.667,440,-2.727,-1.81,-0.3384,-24.3648,-6.4296,-40.7467,-13.84614,999,999,12.01934,10.35308,-0.12062,39.46804,41.21502,42.3136,42.57694,41.70334,40.44856,-0.001,-0.001,-0.001,-0.001,0,0.42957,999,-0.01998,0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.75,445,-1.818,0,-0.6768,-24.0264,-5.7528,-37.9518,-13.76067,999,999,12.33422,10.37292,-0.11074,39.4233,41.1926,42.29118,42.55452,41.72571,40.44856,-0.001,-0.001,-0.001,-0.001,0,0.14985,999,-0.01998,0.144,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.833,450,-0.4545,-2.715,-0.6768,-24.0264,-5.4144,-40.5996,-13.33332,999,999,12.02918,10.27372,-0.1305,39.37856,41.17018,42.26876,42.55452,41.70334,40.42609,0,-0.001,-0.001,-0.001,0,0.56943,999,-0.01998,-0.36,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.917,455,-0.909,0,0.3384,-24.3648,-4.3992,-43.5416,-13.93161,999,999,12.1571,10.38284,-0.12062,39.33382,41.14776,42.24634,42.55452,41.70334,40.44856,-0.001,-0.001,-0.001,-0.001,-0.04,0.6993,999,-0.01998,0,-0.001,-0.002,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,500,-1.818,-3.62,-0.6768,-24.0264,-6.0912,-41.6293,-13.93161,999,999,12.54086,10.52172,-0.12062,39.31145,41.10292,42.2015,42.55452,41.70334,40.44856,0,-0.001,-0.001,-0.001,-0.1,0.40959,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.083,505,0,-5.8825,-1.0152,-23.688,-5.4144,-39.1286,-13.41879,999,999,12.66878,10.48204,-0.14038,39.26671,41.03566,42.17908,42.5321,41.70334,40.44856,-0.001,-0.001,-0.001,-0.001,0.04,0.21978,999,-0.01998,0.504,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.167,510,-1.3635,-2.2625,-1.0152,-23.0112,-5.4144,-36.0395,-13.76067,999,999,12.47198,10.43244,-0.12062,39.22197,41.01324,42.15666,42.50968,41.72571,40.42609,-0.001,-0.001,-0.001,-0.001,0,0.12987,999,-0.01998,-0.36,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.25,515,-1.818,-2.715,-1.0152,-22.6728,-5.4144,-36.0395,-13.24785,999,999,12.38342,10.40268,-0.12062,39.1996,40.99082,42.13424,42.50968,41.70334,40.42609,-0.001,-0.001,-0.001,-0.001,-0.04,0.27972,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.333,520,-0.909,-4.0725,0,-21.6576,-3.7224,-37.3634,-14.01708,999,999,12.1571,10.39276,-0.12062,39.15486,40.9684,42.11182,42.50968,41.70334,40.42609,0,-0.001,-0.001,-0.001,-0.04,0.54945,999,-0.01998,-0.144,-0.001,-0.001,0.003165,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.417,525,-0.4545,-1.81,0,-20.304,-4.3992,-34.4214,-13.33332,999,999,12.39326,10.47212,-0.11074,39.13249,40.92356,42.0894,42.48726,41.72571,40.44856,0,-0.001,-0.001,0,0.04,0.37962,999,-0.01998,0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,530,0,-1.81,0.6768,-19.6272,-4.0608,-34.1272,-13.41879,999,999,12.5507,10.57132,-0.1305,39.08775,40.87872,42.04456,42.46484,41.70334,40.44856,-0.001,-0.001,-0.001,-0.001,-0.04,0.3996,999,-0.01998,-0.144,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.583,535,2.727,2.715,3.384,-18.9504,-4.3992,-29.42,-13.33332,999,999,12.77702,10.67052,-0.12062,39.06538,40.83388,42.02214,42.46484,41.70334,40.42609,-0.001,-0.001,-0.001,-0.001,-0.04,0.3996,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.667,540,5.454,3.1675,5.7528,-13.1976,-2.0304,-13.6803,-13.41879,999,999,12.8459,10.86892,-0.1305,39.02064,40.81146,41.99972,42.46484,41.70334,40.47103,-0.001,-0.001,-0.001,0,-0.04,0.31968,999,-0.01998,0,0,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.75,545,4.9995,1.81,5.7528,-8.46,-1.0152,-4.8543,-13.33332,999,999,12.88526,11.27564,-0.12062,38.99827,40.76662,41.9773,42.44242,41.70334,40.42609,-0.001,-0.001,-0.001,-0.001,0.04,0.36963,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.833,550,6.8175,4.9775,7.4448,-8.1216,-1.3536,-5.7369,-12.64956,999,999,13.24934,11.86092,-0.12062,38.99827,40.7442,41.95488,42.42,41.70334,40.42609,-0.001,-0.001,-0.001,-0.001,-0.1,0.18981,999,-0.01998,-0.36,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.917,555,7.272,7.6925,8.1216,-9.1368,-1.0152,-8.5318,-12.05127,999,999,13.56422,12.37676,-0.12062,38.99827,40.69936,41.93246,42.42,41.70334,40.42609,-0.001,-0.001,-0.001,-0.002,0,0.12987,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,600,10.4535,8.145,10.8288,-13.1976,-0.6768,-16.181,-11.79486,999,999,13.72166,12.72396,-0.12062,38.99827,40.67694,41.88762,42.42,41.68097,40.44856,-0.001,-0.001,-0.002,-0.001,0,0.53946,999,-0.01998,0,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.083,605,14.0895,16.29,16.5816,-13.536,-0.3384,-13.6803,-11.1111,999,999,13.49534,12.90252,-0.12062,38.99827,40.65452,41.8652,42.39758,41.70334,40.42609,-0.001,-0.001,-0.001,-0.001,-0.04,0.85914,999,-0.01998,-0.144,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
