dec time,time,Sg,Sd,Su,Lu,Ld,Rn,G,Tdry,Twet,Tgrass,Tconc,Tsoil,Tsoil5,Tsoil10,Tsoil20,Tsoil30,Tsoil50,Tsoil100,Soil moist10,Soil moist30,Soil moist50,Soil moist100,Rain,U2,U2 N/A,U10,Dirn10,Ps,Pg,Sdur,?,?, , , , , , , , , , , , , , , , 
(hrs),(hhmm),(W/m^2),(W/m^2),(W/m^2),(W/m^2),(W/m^2),(W/m^2),(W/m^2),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(%),(%),(%),(%),(mm),(m/s),(m/s),(m/s),(deg),(hPa),(V/m),(hrs),(?),(?),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( )
18.5,1830,16.362,14.48,16.92,-5.076,2.3688,-13.239,-0.68376,999,999,17.60846,18.22956,-0.12062,41.77215,42.26876,42.3136,41.9716,41.27831,40.42609,-0.001,-0.001,-0.001,-0.001,5.08,2.36763,999,-0.01998,0,-0.001,-0.001,0.003582,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.583,1835,19.089,17.6475,20.304,-5.076,0.6768,-14.71,-1.45299,999,999,17.59862,18.23948,-0.11074,41.77215,42.26876,42.3136,41.9716,41.27831,40.42609,-0.001,-0.001,-0.001,-0.002,5.02,3.13686,999,-0.01998,0,-0.001,-0.001,0.003582,999,999,0.0003,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.667,1840,21.3615,21.2675,21.996,-5.076,-0.3384,-15.1513,-1.28205,999,999,17.60846,18.22956,-0.1305,41.74978,42.22392,42.29118,41.94918,41.27831,40.42609,-0.001,-0.001,-0.001,-0.001,5.02,2.83716,999,-0.01998,-0.36,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.75,1845,37.269,31.675,37.9008,-5.076,1.692,-13.239,-1.36752,999,999,17.62814,18.28908,-0.12062,41.72741,42.22392,42.29118,41.9716,41.27831,40.42609,0,-0.001,-0.001,-0.001,5.08,2.98701,999,-0.01998,0,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.833,1850,41.3595,38.915,42.6384,-5.076,1.692,-12.5035,-1.02564,999,999,17.67734,18.3486,-0.12062,41.70504,42.2015,42.29118,41.9716,41.27831,40.42609,-0.001,-0.001,-0.001,-0.001,5.12,2.74725,999,-0.01998,-0.144,-0.001,-0.001,0.003415,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.917,1855,54.54,50.2275,56.5128,-5.076,3.7224,-6.6195,-1.11111,999,999,17.7167,18.4478,-0.12062,41.70504,42.17908,42.26876,41.9716,41.27831,40.44856,-0.002,-0.002,-0.001,-0.001,5.12,2.70729,999,-0.01998,0.144,-0.001,-0.001,0.003582,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1900,58.176,50.68,59.5584,-5.4144,2.0304,-13.8274,-1.7094,999,999,17.70686,18.47756,-0.12062,41.68267,42.17908,42.24634,41.9716,41.27831,40.44856,-0.001,-0.001,-0.001,-0.002,5.08,2.87712,999,-0.01998,-0.504,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.083,1905,44.9955,39.82,45.684,-5.4144,1.0152,-14.5629,-0.68376,999,999,17.74622,18.4974,-0.1305,41.6603,42.17908,42.24634,41.9716,41.27831,40.44856,-0.001,-0.001,-0.001,-0.001,5.02,2.41758,999,-0.01998,-0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.167,1910,34.542,28.5075,34.5168,-5.4144,1.3536,-15.7397,-0.8547,999,999,17.7659,18.51724,-0.12062,41.68267,42.13424,42.22392,41.9716,41.30068,40.44856,-0.001,-0.001,-0.001,-0.002,4.98,2.22777,999,-0.01998,0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.25,1915,38.178,37.105,39.5928,-5.4144,1.3536,-24.5657,-0.51282,999,999,17.67734,18.45772,-0.12062,41.6603,42.11182,42.22392,41.94918,41.27831,40.44856,-0.001,-0.001,-0.001,0,5.02,2.78721,999,-0.01998,0,-0.001,-0.001,0.003582,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.333,1920,45.45,40.2725,47.7144,-5.4144,1.3536,-31.1852,-0.68376,999,999,17.57894,18.38828,-0.12062,41.6603,42.11182,42.22392,41.9716,41.30068,40.42609,-0.001,-0.001,-0.001,-0.001,5.02,3.23676,999,-0.01998,0.144,-0.001,-0.001,0.003332,999,999,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.417,1925,39.5415,34.8425,41.9616,-5.7528,0,-31.4794,-0.76923,999,999,17.57894,18.37836,-0.12062,41.6603,42.11182,42.2015,41.94918,41.27831,40.42609,-0.001,-0.001,-0.001,-0.001,5.08,2.66733,999,-0.01998,-0.72,-0.001,-0.001,0.003415,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.5,1930,35.9055,32.1275,36.8856,-5.7528,2.3688,-30.1555,-0.42735,999,999,17.54942,18.36844,-0.12062,41.63793,42.0894,42.2015,41.94918,41.27831,40.42609,-0.001,-0.002,-0.001,-0.002,5.08,2.55744,999,-0.01998,0,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.583,1935,33.1785,28.5075,34.1784,-5.7528,2.3688,-27.5077,-1.02564,999,999,17.52974,18.38828,-0.12062,41.63793,42.06698,42.2015,41.9716,41.27831,40.42609,-0.001,-0.001,-0.001,-0.001,4.98,2.37762,999,-0.01998,0,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.667,1940,26.8155,23.53,29.4408,-5.7528,1.3536,-33.3917,-0.76923,999,999,17.4707,18.30892,-0.1305,41.63793,42.0894,42.17908,41.9716,41.27831,40.42609,-0.002,-0.001,-0.001,-0.001,5.02,2.38761,999,-0.01998,-0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.75,1945,27.27,23.9825,29.1024,-6.0912,0.6768,-34.8627,-0.51282,999,999,17.4215,18.28908,-0.1305,41.61556,42.04456,42.17908,41.94918,41.27831,40.42609,-0.001,-0.001,-0.001,-0.001,5.02,2.94705,999,-0.01998,0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.833,1950,14.9985,10.4075,15.9048,-5.7528,1.3536,-30.1555,-0.68376,999,999,17.45102,18.25932,-0.12062,41.61556,42.02214,42.15666,41.9716,41.27831,40.44856,-0.001,-0.001,-0.002,-0.001,5.08,1.66833,999,-0.01998,-0.144,-0.001,-0.001,0.003582,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.917,1955,9.999,7.24,11.1672,-5.7528,-0.3384,-41.4822,-0.68376,999,999,17.39198,18.2494,-0.12062,41.59319,42.02214,42.15666,41.94918,41.27831,40.40362,-0.001,-0.001,-0.001,-0.002,5.08,2.81718,999,-0.01998,-0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2000,5.9085,6.7875,7.1064,-5.7528,0.6768,-36.0395,-0.59829,999,999,17.29358,18.12044,-0.1305,41.54845,42.02214,42.15666,41.94918,41.27831,40.42609,-0.001,-0.002,-0.001,-0.002,5.08,2.41758,999,-0.01998,0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.083,2005,5.9085,3.1675,7.7832,-5.7528,0.3384,-36.6279,-1.28205,999,999,17.2739,18.06092,-0.12062,41.52608,42.02214,42.13424,41.94918,41.27831,40.42609,-0.001,-0.001,-0.001,-0.002,4.98,2.5974,999,-0.01998,-0.144,-0.001,-0.001,0.003582,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.167,2010,4.545,4.0725,7.1064,-6.0912,-0.3384,-38.3931,-1.19658,999,999,17.23454,18.02124,-0.12062,41.50371,41.9773,42.13424,41.94918,41.27831,40.42609,-0.001,-0.001,-0.001,-0.001,5.02,2.5974,999,-0.01998,0,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.25,2015,6.8175,5.43,6.768,-5.7528,-0.3384,-36.775,-1.96581,999,999,17.23454,18.03116,-0.1305,41.50371,41.9773,42.11182,41.94918,41.27831,40.42609,-0.001,-0.001,-0.001,-0.002,5.02,2.32767,999,-0.01998,0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.333,2020,2.727,2.715,5.076,-5.7528,0.6768,-35.7453,-1.28205,999,999,17.24438,18.03116,-0.12062,41.45897,41.95488,42.11182,41.94918,41.27831,40.44856,-0.001,-0.001,-0.001,-0.001,5.02,2.15784,999,-0.01998,-0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.417,2025,2.2725,1.81,4.7376,-6.0912,0.6768,-42.2177,-1.88034,999,999,17.16566,18.0014,-0.1305,41.4366,41.95488,42.11182,41.94918,41.27831,40.42609,-0.001,-0.002,-0.001,-0.002,5.08,2.61738,999,-0.01998,-0.144,-0.001,-0.001,0.003499,999,999,0,0,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0
20.5,2030,1.818,4.0725,4.3992,-6.0912,-0.3384,-43.8358,-1.88034,999,999,17.16566,17.96172,-0.12062,41.41423,41.93246,42.0894,41.94918,41.27831,40.44856,-0.002,-0.001,-0.001,-0.001,5.08,2.87712,999,-0.01998,-0.36,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.583,2035,4.545,4.0725,5.4144,-6.0912,-1.3536,-44.8655,-2.39316,999,999,17.16566,17.96172,-0.1305,41.39186,41.93246,42.0894,41.94918,41.27831,40.44856,-0.001,-0.001,-0.001,-0.001,5.02,2.45754,999,-0.01998,0.144,-0.001,-0.001,0.003499,999,999,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.667,2040,3.1815,3.62,4.3992,-6.4296,-2.0304,-48.2488,-1.62393,999,999,17.13614,17.92204,-0.12062,41.36949,41.91004,42.06698,41.94918,41.27831,40.44856,-0.001,0,-0.001,-0.001,5.08,2.21778,999,-0.01998,-0.144,-0.001,-0.001,0.003499,999,999,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.75,2045,-1.3635,0.4525,1.3536,-6.0912,-1.3536,-39.1286,-1.88034,999,999,17.06726,17.8526,-0.1305,41.34712,41.88762,42.06698,41.92676,41.27831,40.42609,-0.001,-0.001,-0.001,-0.001,5.02,2.61738,999,-0.01998,-0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.833,2050,0,-0.4525,1.3536,-6.4296,-2.0304,-46.6307,-1.7094,999,999,17.05742,17.86252,-0.12062,41.30238,41.88762,42.06698,41.92676,41.27831,40.44856,-0.002,-0.001,-0.001,-0.002,5.08,2.81718,999,-0.01998,-0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.917,2055,-1.818,-1.81,0.3384,-6.768,-1.3536,-51.0437,-2.13675,999,999,17.0279,17.84268,-0.12062,41.28001,41.8652,42.04456,41.92676,41.27831,40.42609,-0.002,-0.001,-0.001,-0.002,5.02,2.78721,999,-0.01998,-0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2100,-1.3635,-1.81,0,-6.768,-1.0152,-50.7495,-1.79487,999,999,16.96886,17.77324,-0.12062,41.25764,41.84278,42.04456,41.92676,41.27831,40.44856,-0.001,-0.001,-0.002,-0.001,5.02,2.64735,999,-0.01998,0,-0.001,-0.001,0.003582,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.083,2105,-0.909,-2.2625,-0.3384,-6.768,-4.0608,-55.3096,-2.22222,999,999,16.90982,17.6542,-0.1305,41.23527,41.84278,42.04456,41.92676,41.27831,40.42609,-0.001,-0.001,-0.001,-0.001,5.02,2.34765,999,-0.01998,0,-0.001,-0.001,0.003582,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.167,2110,-0.909,-0.905,0,-6.768,-3.384,-51.6321,-2.22222,999,999,16.85078,17.58476,-0.12062,41.2129,41.82036,42.02214,41.92676,41.27831,40.44856,-0.001,-0.002,-0.001,-0.001,5.02,2.88711,999,-0.01998,-0.144,-0.001,-0.001,0.003499,999,999,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.25,2115,0,-2.715,-1.3536,-7.1064,-5.7528,-63.1059,-2.82051,999,999,16.76222,17.47564,-0.12062,41.16816,41.79794,42.02214,41.92676,41.27831,40.44856,-0.001,-0.001,-0.001,-0.001,5.08,2.00799,999,-0.01998,0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.333,2120,-0.4545,-1.81,-1.692,-6.768,-3.384,-47.072,-2.47863,999,999,16.7327,17.34668,-0.1305,41.12342,41.79794,41.99972,41.92676,41.25594,40.40362,-0.001,-0.001,-0.001,-0.001,5.12,1.37862,999,-0.01998,0,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.417,2125,-2.2725,-4.525,-1.0152,-6.4296,-3.0456,-37.2163,-2.82051,999,999,16.79174,17.32684,-0.12062,41.07868,41.77552,41.99972,41.92676,41.25594,40.40362,0,-0.001,-0.001,-0.001,5.02,1.20879,999,-0.01998,0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.5,2130,-0.909,0.4525,-1.0152,-6.768,-4.7376,-46.9249,-3.50427,999,999,16.67366,17.26732,-0.12062,41.05631,41.7531,41.99972,41.90434,41.27831,40.42609,-0.001,-0.001,-0.001,-0.001,5.08,1.60839,999,-0.01998,-0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.583,2135,-0.909,-3.62,-0.6768,-6.768,-4.0608,-39.5699,-3.07692,999,999,16.61462,17.22764,-0.12062,41.01157,41.73068,41.99972,41.90434,41.27831,40.42609,-0.001,-0.001,-0.001,-0.001,5.02,1.77822,999,-0.01998,0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.667,2140,-1.818,-2.715,-0.3384,-6.768,-2.3688,-34.2743,-3.67521,999,999,16.64414,17.29708,-0.12062,40.96683,41.70826,41.9773,41.92676,41.25594,40.42609,-0.001,-0.001,-0.001,-0.001,5.12,1.6983,999,-0.01998,-0.144,-0.001,-0.002,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.75,2145,-1.3635,-2.2625,-0.3384,-6.768,-4.0608,-38.8344,-4.01709,999,999,16.66382,17.33676,-0.12062,40.94446,41.70826,41.95488,41.90434,41.25594,40.42609,-0.001,-0.001,-0.001,-0.001,5.02,1.75824,999,-0.01998,0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.833,2150,-2.2725,-1.81,-1.0152,-7.1064,-4.0608,-47.6604,-3.76068,999,999,16.5851,17.26732,-0.12062,40.89972,41.66342,41.95488,41.90434,41.25594,40.44856,-0.001,-0.001,-0.001,-0.002,5.08,1.7982,999,-0.01998,0.504,-0.001,-0.001,0.003582,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.917,2155,-4.0905,-2.2625,-1.3536,-7.1064,-3.7224,-47.9546,-3.84615,999,999,16.51622,17.14828,-0.12062,40.87735,41.641,41.95488,41.88192,41.27831,40.42609,-0.001,-0.001,-0.001,-0.001,5.08,1.83816,999,-0.01998,-0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2200,-3.636,-5.43,-1.692,-7.4448,-6.768,-62.0762,-4.10256,999,999,16.39814,17.01932,-0.1305,40.85498,41.61858,41.93246,41.90434,41.25594,40.40362,-0.001,-0.001,-0.001,-0.002,5.08,1.48851,999,-0.01998,0.72,-0.001,-0.001,0.003582,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.083,2205,-1.818,-2.715,-2.0304,-7.7832,-6.768,-61.0465,-4.01709,999,999,16.25054,16.79116,-0.12062,40.81024,41.59616,41.93246,41.90434,41.25594,40.42609,-0.001,-0.001,-0.001,-0.001,4.98,1.92807,999,-0.01998,0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.167,2210,-3.1815,-4.525,-1.3536,-7.4448,-6.768,-55.4567,-4.18803,999,999,16.1915,16.7118,-0.12062,40.7655,41.61858,41.91004,41.90434,41.25594,40.42609,0,-0.001,-0.001,-0.001,5.02,2.66733,999,-0.01998,-0.36,-0.002,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.25,2215,-3.1815,-0.905,-1.0152,-7.1064,-4.7376,-44.5713,-4.70085,999,999,16.21118,16.75148,-0.12062,40.69839,41.57374,41.91004,41.90434,41.25594,40.42609,-0.002,-0.001,-0.001,-0.002,5.08,1.80819,999,-0.01998,-0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.333,2220,-0.4545,-2.715,-0.3384,-6.4296,-3.7224,-28.9787,-4.44444,999,999,16.2899,16.89036,-0.12062,40.67602,41.5289,41.91004,41.88192,41.27831,40.44856,-0.001,-0.001,-0.001,-0.001,5.12,1.56843,999,-0.01998,-0.36,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.417,2225,0.4545,-2.2625,0,-6.4296,-3.0456,-35.0098,-5.1282,999,999,16.32926,17.03916,-0.12062,40.63128,41.5289,41.88762,41.88192,41.25594,40.42609,-0.001,-0.001,-0.001,-0.001,5.08,2.3976,999,-0.01998,0,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.5,2230,-1.818,-2.2625,-0.6768,-6.768,-4.0608,-40.7467,-4.44444,999,999,16.31942,17.06892,-0.12062,40.58654,41.50648,41.88762,41.88192,41.25594,40.40362,-0.001,-0.001,-0.001,-0.001,5.02,1.68831,999,-0.01998,-1.944,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.583,2235,-2.727,-2.715,-0.3384,-6.768,-1.692,-40.0112,-4.52991,999,999,16.28006,17.03916,-0.1305,40.58654,41.48406,41.8652,41.8595,41.25594,40.42609,0,-0.001,-0.001,-0.001,5.08,2.10789,999,-0.01998,-0.144,-0.001,-0.001,0.003499,999,999,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.667,2240,-0.909,-0.905,-0.3384,-6.768,-4.0608,-36.6279,-4.35897,999,999,16.26038,17.04908,-0.12062,40.56417,41.43922,41.8652,41.8595,41.25594,40.42609,-0.002,-0.001,-0.001,-0.001,5.08,2.07792,999,-0.01998,-0.504,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.75,2245,-0.4545,-2.715,0,-6.4296,-3.7224,-32.9504,-4.35897,999,999,16.29974,17.1086,-0.12062,40.5418,41.4168,41.84278,41.8595,41.25594,40.40362,0,-0.001,-0.001,-0.001,5.08,2.11788,999,-0.01998,0,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.833,2250,-0.909,-1.3575,0.3384,-6.768,-2.3688,-40.5996,-4.2735,999,999,16.27022,17.12844,-0.12062,40.51943,41.4168,41.84278,41.88192,41.25594,40.40362,-0.001,-0.001,-0.001,-0.001,5.08,2.75724,999,-0.01998,0,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.917,2255,-2.2725,1.3575,0,-6.768,-2.0304,-39.2757,-4.52991,999,999,16.28006,17.13836,-0.12062,40.49706,41.39438,41.82036,41.8595,41.25594,40.42609,-0.001,-0.001,-0.001,-0.002,5.08,2.05794,999,-0.01998,0,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2300,-1.818,-2.2625,0,-6.4296,-1.692,-34.8627,-3.76068,999,999,16.29974,17.16812,-0.12062,40.49706,41.37196,41.79794,41.8595,41.25594,40.40362,-0.001,-0.001,-0.002,-0.001,5.08,1.96803,999,-0.01998,0,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.083,2305,-0.909,-0.905,0.3384,-6.4296,-3.7224,-38.3931,-4.18803,999,999,16.2899,17.16812,-0.12062,40.47469,41.32712,41.79794,41.8595,41.25594,40.40362,-0.001,-0.001,-0.001,-0.002,4.84,2.47752,999,-0.01998,-0.36,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.167,2310,-0.909,-0.905,0.3384,-6.4296,-0.6768,-39.2757,-3.58974,999,999,16.28006,17.14828,-0.11074,40.45232,41.3047,41.77552,41.8595,41.25594,40.44856,-0.001,-0.001,-0.001,-0.001,5.02,2.78721,999,-0.01998,-0.36,-0.001,-0.001,0.003582,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.25,2315,-1.3635,-2.2625,0,-5.7528,-1.692,-36.0395,-3.93162,999,999,16.29974,17.23756,-0.14038,40.45232,41.3047,41.77552,41.83708,41.25594,40.42609,-0.001,-0.001,-0.001,-0.002,5.62,2.54745,999,-0.01998,0,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.333,2320,-0.909,-1.81,-1.0152,-5.4144,-0.6768,-46.3365,-3.50427,999,999,16.15214,16.96972,-0.12062,40.45232,41.3047,41.7531,41.83708,41.25594,40.42609,-0.001,-0.002,-0.001,-0.001,6.26,3.18681,999,-0.01998,0.144,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.417,2325,-0.4545,-0.905,-1.692,-5.7528,1.0152,-47.2191,-3.4188,999,999,15.6995,16.45388,-0.12062,40.42995,41.25986,41.7531,41.8595,41.25594,40.42609,-0.002,-0.001,-0.001,-0.002,6.44,2.73726,999,-0.01998,-0.72,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.5,2330,-1.818,-0.4525,-1.3536,-5.7528,1.692,-36.0395,-3.93162,999,999,15.5519,16.25548,-0.1305,40.40758,41.23744,41.73068,41.81466,41.25594,40.44856,-0.001,-0.001,-0.001,-0.001,6.34,1.85814,999,-0.01998,0.144,-0.001,-0.001,0.003582,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.583,2335,-1.3635,0,-1.3536,-5.7528,2.7072,-36.775,-4.01709,999,999,15.4535,16.17612,-0.12062,40.38521,41.23744,41.73068,41.8595,41.25594,40.42609,-0.001,-0.001,-0.001,0,6.4,1.73826,999,-0.01998,0,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.667,2340,-1.3635,0,-1.3536,-5.7528,2.0304,-32.6562,-4.2735,999,999,15.53222,16.17612,-0.12062,40.34047,41.21502,41.70826,41.83708,41.25594,40.42609,-0.001,-0.001,-0.001,-0.001,6.44,1.16883,999,-0.01998,0.504,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.75,2345,-1.818,-2.715,-1.3536,-6.4296,0.3384,-44.8655,-4.35897,999,999,15.3551,16.03724,-0.1305,40.3181,41.1926,41.70826,41.81466,41.25594,40.42609,-0.001,-0.001,-0.001,-0.002,6.4,1.47852,999,-0.01998,-0.36,-0.001,-0.001,0.003582,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.833,2350,-1.3635,0.4525,-2.0304,-6.0912,-1.0152,-48.6901,-4.78632,999,999,15.24686,15.84876,-0.12062,40.27336,41.1926,41.68584,41.81466,41.25594,40.42609,-0.002,-0.001,-0.001,-0.001,6.5,1.27872,999,-0.01998,-0.36,-0.001,-0.001,0.003582,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.917,2355,-1.818,-1.81,-1.3536,-5.7528,1.692,-28.9787,-4.70085,999,999,15.29606,15.82892,-0.12062,40.22862,41.17018,41.68584,41.81466,41.25594,40.42609,-0.001,-0.001,-0.001,-0.001,6.5,1.15884,999,-0.01998,0,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,-0.4545,-3.1675,-0.6768,-5.7528,0,-26.9193,-5.21367,999,999,15.33542,15.92812,-0.12062,40.18388,41.14776,41.66342,41.81466,41.25594,40.42609,-0.001,-0.001,-0.001,-0.001,0,1.06893,999,-0.01998,0,-0.001,-0.001,0.003499,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
